City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Constitucion,CL,2021-11-24 02:47:33,-35.3333,-72.4167,55.53,88,65,10.36
298,Bratsk,RU,2021-11-24 02:47:33,56.1325,101.6142,23.49,84,100,7.63
299,Parichhatgarh,IN,2021-11-24 02:47:34,28.9833,77.9333,62.17,42,0,4.36
300,Luwuk,ID,2021-11-24 02:47:34,-0.9516,122.7875,86.23,73,91,3.24
301,Hofn,IS,2021-11-24 02:47:35,64.2539,-15.2082,37.17,60,31,19.69
302,Portland,US,2021-11-24 02:44:44,45.5234,-122.6762,45.75,90,20,0.0
303,Sohag,EG,2021-11-24 02:47:36,26.557,31.6948,59.29,51,52,6.51
304,Omboue,GA,2021-11-24 02:47:36,-1.5746,9.2618,73.85,91,100,2.26
305,Saint-Francois,FR,2021-11-24 02:43:56,46.4154,3.9054,29.68,91,3,2.3
306,Aklavik,CA,2021-11-24 02:45:27,68.2191,-135.0107,-12.17,99,100,3.58
307,Urusha,RU,2021-11-24 02:47:37,54.05,122.9,8.89,60,85,4.5
308,Guerrero Negro,MX,2021-11-24 02:47:37,27.9769,-114.0611,65.32,80,100,12.3
309,Berlevag,NO,2021-11-24 02:47:38,70.8578,29.0864,23.88,75,100,2.62
310,Hualmay,PE,2021-11-24 02:47:39,-11.0964,-77.6139,66.31,83,100,7.45
311,Pacifica,US,2021-11-24 02:44:49,37.6138,-122.4869,59.65,79,40,1.99
312,Seoul,KR,2021-11-24 02:47:39,37.5683,126.9778,45.84,57,20,9.22
313,Barentu,ER,2021-11-24 02:47:40,15.1139,37.5928,66.49,74,34,5.06
314,Kayerkan,RU,2021-11-24 02:47:40,69.3497,87.7602,7.79,90,96,12.62
315,Maniitsoq,GL,2021-11-24 02:47:41,65.4167,-52.9,33.03,97,100,49.15
316,Rexburg,US,2021-11-24 02:47:28,43.826,-111.7897,35.11,75,90,13.8
317,Kaeo,NZ,2021-11-24 02:47:41,-35.1,173.7833,69.33,74,61,5.75
318,Ukiah,US,2021-11-24 02:47:42,39.1502,-123.2078,54.64,70,1,0.0
319,Northam,GB,2021-11-24 02:47:42,51.0333,-4.2167,46.62,85,78,0.96
320,Gat,IL,2021-11-24 02:48:42,31.61,34.7642,63.39,66,100,2.8
321,Denpasar,ID,2021-11-24 02:48:43,-8.65,115.2167,85.71,74,20,9.22
322,Polyarnyy,RU,2021-11-24 02:48:44,69.1989,33.4478,5.47,69,100,6.69
323,Dalbandin,PK,2021-11-24 02:48:44,28.8947,64.4101,59.34,27,0,3.36
324,Belyy Yar,RU,2021-11-24 02:48:44,53.6039,91.3903,31.89,86,40,8.95
325,Saldanha,ZA,2021-11-24 02:48:45,-33.0117,17.9442,60.85,77,98,14.29
326,Comodoro Rivadavia,AR,2021-11-24 02:44:38,-45.8667,-67.5,66.06,19,0,5.75
327,Cayenne,GF,2021-11-24 02:48:46,4.9333,-52.3333,81.09,84,20,4.0
328,Mwense,ZM,2021-11-24 02:48:46,-10.3845,28.698,66.6,94,100,1.28
329,Mumbwa,ZM,2021-11-24 02:48:46,-14.9783,27.0619,68.22,78,79,1.45
330,Mawlaik,MM,2021-11-24 02:48:47,23.6333,94.4167,74.16,58,0,2.62
331,Singkang,MY,2021-11-24 02:48:47,2.1006,102.7994,78.69,69,100,1.41
332,Carupano,VE,2021-11-24 02:48:48,10.6678,-63.2585,76.73,90,100,5.35
333,Dubti,ET,2021-11-24 02:48:48,11.7361,41.0853,77.05,62,44,2.73
334,Verkhnevilyuysk,RU,2021-11-24 02:48:49,63.4453,120.3167,-16.74,91,8,3.29
335,Tessalit,ML,2021-11-24 02:48:49,20.1986,1.0114,72.91,34,68,8.55
336,Monteagudo,BO,2021-11-24 02:48:50,-19.8167,-63.9833,66.72,99,100,0.85
337,Faanui,PF,2021-11-24 02:48:50,-16.4833,-151.75,81.32,69,53,3.44
338,Swan River,CA,2021-11-24 02:48:51,52.1058,-101.2676,22.89,86,100,10.36
339,San Rafael Del Sur,NI,2021-11-24 02:48:51,11.8485,-86.4384,77.97,67,78,13.78
340,Ponta Do Sol,PT,2021-11-24 02:48:52,32.6667,-17.1,69.01,80,100,7.0
341,Ust-Omchug,RU,2021-11-24 02:48:52,61.15,149.6333,-12.66,96,50,3.53
342,Balgazyn,RU,2021-11-24 02:48:53,51.0,95.2,16.54,83,100,2.82
343,Khartoum,SD,2021-11-24 02:48:53,15.5518,32.5324,71.02,31,36,1.01
344,Henties Bay,NA,2021-11-24 02:48:53,-22.116,14.2845,55.85,93,46,5.23
345,Olafsvik,IS,2021-11-24 02:48:54,64.8945,-23.7142,33.1,66,49,17.27
346,Moa,CU,2021-11-24 02:48:54,20.6569,-74.9403,75.22,86,13,2.89
347,Mao,ES,2021-11-24 02:48:55,39.8885,4.2658,54.16,94,40,9.22
348,Mamallapuram,IN,2021-11-24 02:48:56,12.6264,80.1722,84.06,71,50,10.47
349,Springdale,US,2021-11-24 02:47:41,36.1867,-94.1288,53.78,60,1,8.01
350,Daru,PG,2021-11-24 02:48:56,-9.0763,143.2092,87.78,62,13,7.76
351,Karasburg,NA,2021-11-24 02:48:57,-28.0167,18.75,62.06,54,50,4.54
352,Grand Gaube,MU,2021-11-24 02:48:57,-20.0064,57.6608,79.38,72,17,3.0
353,Kyshtovka,RU,2021-11-24 02:48:57,56.555,76.6271,16.68,92,100,13.96
354,Bandundu,CD,2021-11-24 02:48:58,-3.3167,17.3667,70.38,98,48,1.57
355,Eureka,US,2021-11-24 02:48:58,40.8021,-124.1637,52.93,75,30,10.0
356,Elat,IL,2021-11-24 02:48:59,29.5581,34.9482,60.64,63,100,11.5
357,Atambua,ID,2021-11-24 02:46:45,-9.1061,124.8925,85.75,60,21,3.47
358,Whitehorse,CA,2021-11-24 02:48:59,60.7161,-135.0538,9.37,85,40,12.66
359,Massakory,TD,2021-11-24 02:49:00,12.996,15.7293,77.25,18,100,9.86
360,Catuday,PH,2021-11-24 02:49:00,16.2923,119.8062,83.35,65,46,7.49
361,Zavallya,UA,2021-11-24 02:49:01,48.2135,30.0156,36.28,72,100,8.75
362,Dingle,PH,2021-11-24 02:49:01,10.9995,122.6711,82.85,82,100,15.01
363,Honningsvag,NO,2021-11-24 02:49:02,70.9821,25.9704,25.18,75,99,7.34
364,Lishui,CN,2021-11-24 02:49:02,28.4604,119.9103,56.97,52,96,0.94
365,Margate,GB,2021-11-24 02:49:03,51.3813,1.3862,44.69,90,5,1.01
366,Shahreza,IR,2021-11-24 02:50:03,32.0339,51.8794,43.54,69,0,3.83
367,Mount Isa,AU,2021-11-24 02:50:03,-20.7333,139.5,83.97,39,75,8.05
368,Uige,AO,2021-11-24 02:50:04,-7.6087,15.0613,65.77,100,97,0.74
369,Peniche,PT,2021-11-24 02:50:04,39.3558,-9.3811,56.62,71,100,15.59
370,Lompoc,US,2021-11-24 02:50:05,34.6391,-120.4579,59.11,85,1,9.22
371,San Quintin,MX,2021-11-24 02:46:47,30.4833,-115.95,62.19,84,8,5.44
372,Atar,MR,2021-11-24 02:50:05,20.5169,-13.0499,78.06,37,59,6.42
373,Korla,CN,2021-11-24 02:45:10,41.7597,86.1469,30.16,52,6,3.67
374,Kaihua,CN,2021-11-24 02:50:06,23.3687,104.28,47.75,87,100,1.83
375,Palasa,IN,2021-11-24 02:50:07,18.7667,84.4167,79.9,78,16,4.21
376,Ryotsu,JP,2021-11-24 02:50:07,38.0833,138.4333,46.36,66,85,31.32
377,Alekseyevsk,RU,2021-11-24 02:50:07,57.8406,108.3492,15.21,97,91,2.17
378,Alice Springs,AU,2021-11-24 02:50:08,-23.7,133.8833,72.95,60,90,12.66
379,Iranduba,BR,2021-11-24 02:50:08,-3.2847,-60.1861,79.09,85,70,0.31
380,Rafaela,AR,2021-11-24 02:50:09,-31.2503,-61.4867,73.98,30,2,6.91
381,Vardo,NO,2021-11-24 02:50:09,70.3705,31.1107,27.9,80,100,9.89
382,Kpandae,GH,2021-11-24 02:50:10,8.4689,-0.0113,77.36,77,98,4.92
383,Puri,IN,2021-11-24 02:50:10,19.8,85.85,79.38,75,7,7.54
384,Padang,ID,2021-11-24 02:45:25,-0.9492,100.3543,86.05,57,100,2.17
385,Ust-Nera,RU,2021-11-24 02:50:11,64.5667,143.2,-15.48,95,95,4.14
386,Ponta Delgada,PT,2021-11-24 02:50:11,37.7333,-25.6667,68.5,94,40,12.66
387,Maragogi,BR,2021-11-24 02:46:39,-9.0122,-35.2225,78.01,80,18,9.1
388,Srednekolymsk,RU,2021-11-24 02:46:42,67.45,153.6833,-14.17,93,100,0.96
389,Waipawa,NZ,2021-11-24 02:50:12,-41.4122,175.5153,65.03,53,4,8.16
390,Duma,CN,2021-11-24 02:50:12,34.7653,108.135,35.62,28,0,0.89
391,Katangli,RU,2021-11-24 02:50:13,51.7102,143.2326,34.05,77,66,14.58
392,Leningradskiy,RU,2021-11-24 02:50:13,69.3833,178.4167,-16.26,80,69,2.48
393,Baruun-Urt,MN,2021-11-24 02:50:14,46.6806,113.2792,12.13,74,25,3.29
394,Cockburn Town,TC,2021-11-24 02:46:25,21.4612,-71.1419,80.65,76,84,13.4
395,Labuhan,ID,2021-11-24 02:50:15,-6.8844,112.2051,85.51,65,95,7.76
396,Durres,AL,2021-11-24 02:50:14,41.3231,19.4414,44.78,67,15,10.69
397,Mogadishu,SO,2021-11-24 02:50:15,2.0371,45.3438,79.2,77,52,8.37
398,Saurimo,AO,2021-11-24 02:50:16,-9.6608,20.3916,63.86,96,100,1.68
399,Erzin,TR,2021-11-24 02:50:16,36.9559,36.2,57.72,65,100,2.33
400,Sitka,US,2021-11-24 02:50:17,57.0531,-135.33,33.69,86,75,8.05
401,Karratha,AU,2021-11-24 02:50:17,-20.7377,116.8463,91.99,28,100,22.57
402,Garowe,SO,2021-11-24 02:50:18,8.4054,48.4845,72.25,69,36,2.39
403,Norden,DE,2021-11-24 02:50:18,53.6,7.2,45.91,75,100,8.5
404,Pangnirtung,CA,2021-11-24 02:50:18,66.1451,-65.7125,22.68,96,100,6.38
405,Mount Gambier,AU,2021-11-24 02:50:19,-37.8333,140.7667,73.31,64,75,10.36
406,Karatau,KZ,2021-11-24 02:50:20,43.1667,70.4667,40.44,55,64,4.25
407,Islamkot,PK,2021-11-24 02:50:20,24.6997,70.177,70.66,40,50,5.06
408,Peace River,CA,2021-11-24 02:50:21,56.2501,-117.286,5.31,78,75,3.44
409,Aktash,RU,2021-11-24 02:50:21,50.3,87.7333,16.12,86,100,3.58
410,Victoria,HK,2021-11-24 02:47:00,22.2855,114.1577,70.25,66,0,1.01
411,Clovis,US,2021-11-24 02:51:22,36.8252,-119.7029,57.09,78,20,0.0
412,Alofi,NU,2021-11-24 02:51:22,-19.0595,-169.9187,84.09,61,40,5.75
413,Morondava,MG,2021-11-24 02:51:23,-20.2833,44.2833,77.7,85,73,3.49
414,Eydhafushi,MV,2021-11-24 02:51:23,5.1033,73.0708,81.3,71,96,15.3
415,Arys,KZ,2021-11-24 02:51:23,42.4252,68.795,44.82,49,94,4.99
416,Brae,GB,2021-11-24 02:51:24,60.3964,-1.353,46.31,73,100,21.45
417,Valparaiso,CL,2021-11-24 02:51:24,-33.0393,-71.6273,60.48,82,90,8.05
418,Tanete,ID,2021-11-24 02:51:25,-3.9443,119.7848,86.43,67,100,1.16
419,Sept-Iles,CA,2021-11-24 02:48:02,50.2001,-66.3821,29.05,71,75,11.01
420,Huadian,CN,2021-11-24 02:51:25,42.9633,126.7478,21.38,38,2,15.66
421,Clonakilty,IE,2021-11-24 02:51:26,51.6231,-8.8706,33.01,68,4,3.56
422,Havre-Saint-Pierre,CA,2021-11-24 02:51:27,50.2334,-63.5986,30.2,86,90,18.41
423,Terra Nova,BR,2021-11-24 02:51:27,-12.3667,-40.6667,70.3,93,94,2.75
424,Bireun,ID,2021-11-24 02:51:27,5.203,96.7009,81.73,77,99,3.38
425,Zhangye,CN,2021-11-24 02:51:28,38.9342,100.4517,42.69,13,0,8.7
426,Flinders,AU,2021-11-24 02:51:28,-34.5833,150.8552,75.06,83,100,8.46
427,Bairiki,KI,2021-11-24 02:51:29,1.3292,172.9752,86.0,70,40,12.66
428,Khandyga,RU,2021-11-24 02:51:29,62.6667,135.6,-7.85,90,100,1.83
429,Udachnyy,RU,2021-11-24 02:51:30,66.4167,112.4,-11.81,87,100,8.99
430,Along,IN,2021-11-24 02:51:30,28.1667,94.7667,67.77,59,61,0.67
431,Ancud,CL,2021-11-24 02:51:30,-41.8697,-73.8203,56.73,96,9,4.36
432,Lemon Tree Passage,AU,2021-11-24 02:51:31,-32.7327,152.036,82.58,77,100,16.37
433,Nikki,BJ,2021-11-24 02:51:31,9.9401,3.2108,74.52,29,80,2.39
434,Palkonda,IN,2021-11-24 02:51:32,18.6,83.75,79.59,81,23,2.46
435,Ngaglik,ID,2021-11-24 02:51:32,-6.84,111.3671,85.8,64,98,6.02
436,Riberalta,BO,2021-11-24 02:51:33,-10.9833,-66.1,77.68,85,100,0.69
437,Sistranda,NO,2021-11-24 02:51:29,63.7256,8.834,41.9,96,100,3.83
438,Dingzhou,CN,2021-11-24 02:51:33,38.5131,114.9956,42.91,29,0,3.36
439,Umm Kaddadah,SD,2021-11-24 02:51:34,13.6017,26.6876,65.28,22,1,12.77
440,Katobu,ID,2021-11-24 02:51:34,-4.9408,122.5276,88.16,61,38,5.99
441,Ballina,AU,2021-11-24 02:51:34,-28.8667,153.5667,75.38,92,90,17.27
442,Lorengau,PG,2021-11-24 02:51:35,-2.0226,147.2712,80.73,84,100,15.3
443,Bac Lieu,VN,2021-11-24 02:51:35,9.285,105.7244,84.13,69,100,17.34
444,Broken Hill,AU,2021-11-24 02:51:36,-31.95,141.4333,73.11,73,40,8.05
445,Yuyao,CN,2021-11-24 02:51:36,30.05,121.1494,51.76,44,0,2.17
446,Viedma,AR,2021-11-24 02:51:37,-40.8135,-62.9967,71.02,31,7,8.28
447,Kharp,RU,2021-11-24 02:51:37,66.8014,65.8081,4.89,91,100,5.28
448,Vytegra,RU,2021-11-24 02:51:38,61.0064,36.4481,26.33,88,100,10.94
449,Gamba,GA,2021-11-24 02:51:38,-2.65,10.0,74.5,90,90,1.81
450,San Pedro,PH,2021-11-24 02:51:38,14.35,121.0167,87.35,71,75,3.44
451,Lakefield,US,2021-11-24 02:51:39,43.6775,-95.1717,51.91,58,1,4.0
452,Zeya,RU,2021-11-24 02:51:39,53.75,127.2667,21.11,47,100,8.34
453,Mazatlan,MX,2021-11-24 02:49:55,23.2167,-106.4167,79.02,87,50,1.99
454,Beitbridge,ZW,2021-11-24 02:51:40,-22.2167,30.0,66.97,78,21,24.87
455,Tarko-Sale,RU,2021-11-24 02:51:41,64.9225,77.785,8.15,94,99,12.03
456,Talara,PE,2021-11-24 02:51:41,-4.5772,-81.2719,66.96,82,0,17.27
457,Xuddur,SO,2021-11-24 02:51:41,4.1213,43.8894,67.96,82,52,6.02
458,Bethal,ZA,2021-11-24 02:52:42,-26.4579,29.4655,50.56,94,2,4.07
459,Vieux-Habitants,GP,2021-11-24 02:52:42,16.0589,-61.7659,76.57,78,100,7.63
460,Skjervoy,NO,2021-11-24 02:52:43,70.0311,20.9714,32.54,88,100,29.26
461,Santiago Del Estero,AR,2021-11-24 02:51:26,-27.7951,-64.2615,68.81,83,66,5.03
462,Brindisi,IT,2021-11-24 02:52:44,40.5833,17.6667,57.56,79,79,13.02
463,Visby,SE,2021-11-24 02:52:44,57.6409,18.296,43.86,87,31,17.27
464,Rawson,AR,2021-11-24 02:52:44,-43.3002,-65.1023,70.34,43,46,25.48
465,Campo Grande,BR,2021-11-24 02:52:45,-20.4428,-54.6464,71.15,94,75,9.22
466,Nador,MA,2021-11-24 02:52:45,35.174,-2.9287,50.25,81,0,4.61
467,Carballo,ES,2021-11-24 02:52:46,43.213,-8.691,52.02,80,78,10.25
468,Apastovo,RU,2021-11-24 02:52:46,55.2029,48.5109,8.91,98,23,5.26
469,Hambantota,LK,2021-11-24 02:52:47,6.1241,81.1185,75.54,100,20,4.61
470,Vila Franca Do Campo,PT,2021-11-24 02:52:47,37.7167,-25.4333,68.2,90,100,18.81
471,Constantine,DZ,2021-11-24 02:52:47,36.365,6.6147,44.01,75,40,1.14
472,Beyneu,KZ,2021-11-24 02:52:48,45.3167,55.2,44.78,61,100,8.97
473,Sao Joao Do Paraiso,BR,2021-11-24 02:50:50,-15.3136,-42.0144,66.7,92,15,2.19
474,Road Town,VG,2021-11-24 02:52:49,18.4167,-64.6167,80.69,72,11,7.85
475,Alice,US,2021-11-24 02:52:49,27.7523,-98.0697,67.32,79,1,6.91
476,Paoua,CF,2021-11-24 02:52:49,7.2427,16.4406,68.47,42,7,2.06
477,Caraballeda,VE,2021-11-24 02:52:50,10.6112,-66.8522,80.67,74,40,2.3
478,Kamaishi,JP,2021-11-24 02:52:50,39.2667,141.8833,40.15,67,94,8.01
479,Victor Harbor,AU,2021-11-24 02:52:51,-35.5667,138.6167,73.49,90,100,1.99
480,Hopelchen,MX,2021-11-24 02:52:51,19.7667,-89.85,71.83,77,34,4.47
481,Fort Nelson,CA,2021-11-24 02:52:52,58.8053,-122.7002,-0.81,85,90,0.0
482,Kisiwani,TZ,2021-11-24 02:52:52,-4.1333,37.95,70.23,88,51,1.72
483,Ravar,IR,2021-11-24 02:52:53,31.2656,56.8055,52.59,65,0,3.02
484,Great Yarmouth,GB,2021-11-24 02:52:54,52.6083,1.7305,44.94,86,77,6.69
485,Ngunguru,NZ,2021-11-24 02:52:54,-35.6167,174.5,69.17,75,32,8.88
486,Dalaba,GN,2021-11-24 02:52:55,10.7,-12.25,62.6,41,27,3.71
487,Meulaboh,ID,2021-11-24 02:52:55,4.1363,96.1285,80.74,81,100,5.03
488,Akashi,JP,2021-11-24 02:52:55,34.6333,134.9833,57.49,48,66,18.12
489,Adrar,MR,2021-11-24 02:52:56,20.5022,-10.0711,73.22,38,91,9.01
490,Serov,RU,2021-11-24 02:52:56,59.6033,60.5787,12.42,80,100,7.72
491,Rio Gallegos,AR,2021-11-24 02:52:57,-51.6226,-69.2181,48.25,57,0,13.8
492,Buala,SB,2021-11-24 02:52:57,-8.145,159.5921,86.11,66,99,7.56
493,Pokhara,NP,2021-11-24 02:52:18,28.2333,83.9833,61.27,66,41,1.59
494,Vila Velha,BR,2021-11-24 02:52:03,-20.3297,-40.2925,73.35,93,0,3.44
495,Balkanabat,TM,2021-11-24 02:48:25,39.5108,54.3671,52.3,56,0,5.75
496,Urumqi,CN,2021-11-24 02:52:05,43.801,87.6005,18.55,79,11,2.24
497,Olinda,BR,2021-11-24 02:52:59,-8.0089,-34.8553,82.13,74,40,4.61
498,Polunochnoye,RU,2021-11-24 02:52:59,60.8697,60.4153,2.46,93,97,3.91
499,Balikpapan,ID,2021-11-24 02:53:00,-1.2675,116.8289,85.19,74,20,5.75
500,Sydney Mines,CA,2021-11-24 02:53:00,46.2367,-60.2177,57.25,97,90,3.0
501,Yumen,CN,2021-11-24 02:53:01,40.2833,97.2,37.36,17,0,8.63
502,Tigil,RU,2021-11-24 02:54:01,57.8,158.6667,32.76,72,26,14.88
503,Sakata,JP,2021-11-24 02:54:02,38.9167,139.855,41.18,87,75,27.63
504,Plettenberg Bay,ZA,2021-11-24 02:54:02,-34.0527,23.3716,58.06,78,95,3.53
505,Kodinsk,RU,2021-11-24 02:54:03,58.6881,99.1844,28.22,92,100,8.63
506,Hurghada,EG,2021-11-24 02:54:03,27.2574,33.8129,64.44,52,0,11.5
507,Manggar,ID,2021-11-24 02:54:04,-2.8833,108.2667,76.84,88,100,13.33
508,Ndele,CF,2021-11-24 02:54:04,8.4109,20.6473,69.48,35,2,4.14
509,Tignere,CM,2021-11-24 02:54:04,7.3667,12.65,66.43,36,20,1.36
510,Del Rio,US,2021-11-24 02:54:05,29.3627,-100.8968,64.8,40,1,3.0
511,Burnie,AU,2021-11-24 02:54:05,-41.0667,145.9167,65.08,70,100,5.77
512,Nakonde,ZM,2021-11-24 02:54:06,-9.3421,32.745,61.84,57,100,1.45
513,Foam Lake,CA,2021-11-24 02:54:06,51.65,-103.5343,23.02,92,100,15.82
514,Surab,PK,2021-11-24 02:54:07,28.4914,66.2585,53.33,36,0,5.79
515,Rovnoye,RU,2021-11-24 02:54:07,50.7765,46.0509,23.86,68,74,10.74
516,Fukue,JP,2021-11-24 02:54:08,32.6881,128.8419,55.76,62,75,3.44
517,Tianpeng,CN,2021-11-24 02:54:08,30.9866,103.9393,48.67,62,84,3.31
518,Nemuro,JP,2021-11-24 02:54:09,43.3236,145.575,43.23,55,57,18.79
519,New Plymouth,NZ,2021-11-24 02:54:09,-39.0667,174.0833,71.06,49,1,9.66
520,Korem,ET,2021-11-24 02:54:10,12.5058,39.5228,44.91,70,32,0.74
521,Lexington,US,2021-11-24 02:53:35,37.9887,-84.4777,31.26,72,1,5.75
522,Araouane,ML,2021-11-24 02:54:10,18.9048,-3.5265,74.8,37,87,9.37
523,Traverse City,US,2021-11-24 02:54:11,44.7631,-85.6206,37.6,68,99,7.0
524,Kasongo-Lunda,CD,2021-11-24 02:54:11,-6.4667,16.8167,68.0,98,69,1.3
525,Waddan,LY,2021-11-24 02:54:11,29.1614,16.139,66.07,50,95,6.73
526,Aksarka,RU,2021-11-24 02:54:12,66.5606,67.7975,1.38,98,100,3.18
527,Asau,RO,2021-11-24 02:54:12,46.4333,26.4,38.39,89,99,0.87
528,Wisconsin Rapids,US,2021-11-24 02:54:13,44.3836,-89.8174,40.55,51,88,1.01
529,Tezu,IN,2021-11-24 02:54:13,27.9167,96.1667,72.14,53,73,2.35
530,Nizhniy Tsasuchey,RU,2021-11-24 02:54:14,50.5167,115.1333,8.53,62,9,6.42
531,Zenzeli,RU,2021-11-24 02:54:14,45.9241,47.0474,41.09,85,100,15.35
532,Travesia,HN,2021-11-24 02:54:15,15.8667,-87.9,76.14,75,40,8.21
533,Florianopolis,BR,2021-11-24 02:54:15,-27.6146,-48.5012,71.62,72,40,17.27
534,Khorixas,NA,2021-11-24 02:54:16,-20.3667,14.9667,60.22,40,0,0.45
535,Naklo Nad Notecia,PL,2021-11-24 02:54:16,53.1421,17.6018,43.45,78,100,12.19
536,Araras,BR,2021-11-24 02:54:17,-22.3569,-47.3842,67.68,45,78,3.29
537,Bay Roberts,CA,2021-11-24 02:53:38,47.5999,-53.2648,45.03,87,100,8.01
538,Port Hedland,AU,2021-11-24 02:54:17,-20.3167,118.5667,96.85,17,97,16.11
539,Rudbar,AF,2021-11-24 02:54:18,30.15,62.6,61.36,23,1,5.1
540,Dumas,US,2021-11-24 02:54:18,35.8656,-101.9732,62.53,29,1,16.11
