City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
259,San Carlos De Bariloche,AR,-41.1456,-71.3082,41.49,87,31,5.44,scattered clouds,2021-11-29 09:40:26
260,Rundu,NA,-17.9333,19.7667,87.98,35,99,5.35,overcast clouds,2021-11-29 09:39:39
261,Altay,CN,47.8667,88.1167,21.29,66,0,6.55,clear sky,2021-11-29 09:44:19
262,Casalpusterlengo,IT,45.1769,9.6491,41.41,65,34,3.78,scattered clouds,2021-11-29 09:44:19
263,Wasilla,US,61.5814,-149.4394,-1.25,89,88,1.45,overcast clouds,2021-11-29 09:44:19
264,Gunjur,GM,13.2019,-16.7339,79.83,36,98,16.69,overcast clouds,2021-11-29 09:44:20
265,Pinawa,CA,50.1489,-95.8811,25.47,88,100,7.61,overcast clouds,2021-11-29 09:44:20
266,Sioux Lookout,CA,50.1001,-91.917,7.12,99,96,3.96,overcast clouds,2021-11-29 09:44:21
267,Sobolevo,RU,54.4299,31.8996,41.4,95,100,12.28,overcast clouds,2021-11-29 09:44:21
268,Pak Phanang,TH,8.3511,100.202,76.32,96,100,18.16,moderate rain,2021-11-29 09:44:21
269,Necochea,AR,-38.5473,-58.7368,60.21,93,74,12.82,broken clouds,2021-11-29 09:44:22
270,Zhigalovo,RU,54.8097,105.1578,19.8,87,99,9.89,overcast clouds,2021-11-29 09:44:22
271,Les Cayes,HT,18.2,-73.75,72.91,86,15,5.53,few clouds,2021-11-29 09:44:23
272,Ocos,GT,14.5094,-92.1933,76.12,79,0,4.81,clear sky,2021-11-29 09:44:23
273,Tynda,RU,55.1667,124.7167,-0.96,93,100,0.87,overcast clouds,2021-11-29 09:44:24
274,Charters Towers,AU,-20.1,146.2667,78.76,68,70,15.86,broken clouds,2021-11-29 09:44:24
275,Belmonte,BR,-15.8631,-38.8828,77.86,82,44,13.27,scattered clouds,2021-11-29 09:44:25
276,Lamont,US,35.2597,-118.9143,53.96,45,0,1.07,clear sky,2021-11-29 09:44:25
277,Naantali,FI,60.4674,22.0243,26.01,76,93,13.13,overcast clouds,2021-11-29 09:45:25
278,Ivdel,RU,60.6911,60.4206,32.54,84,100,8.08,overcast clouds,2021-11-29 09:45:26
279,Hasaki,JP,35.7333,140.8333,57.42,54,59,8.34,broken clouds,2021-11-29 09:45:26
280,Ous,RU,60.9058,61.5186,30.99,88,100,8.75,overcast clouds,2021-11-29 09:45:27
281,Ayan,RU,56.45,138.1667,7.18,67,1,13.02,clear sky,2021-11-29 09:45:27
282,Pointe Michel,DM,15.25,-61.3833,80.35,76,35,13.82,scattered clouds,2021-11-29 09:45:27
283,Candolim,IN,15.5181,73.7626,87.44,60,60,9.26,broken clouds,2021-11-29 09:45:28
284,Mana,GF,5.6592,-53.7767,76.37,91,100,6.42,overcast clouds,2021-11-29 09:45:29
285,Nan,TH,18.8333,100.6667,77.29,66,85,1.52,overcast clouds,2021-11-29 09:45:29
286,Fatehgarh,IN,27.3667,79.6333,77.54,30,21,7.81,few clouds,2021-11-29 09:45:30
287,Alta Floresta,BR,-9.8756,-56.0861,71.8,97,98,1.19,overcast clouds,2021-11-29 09:45:30
288,Saldanha,ZA,-33.0117,17.9442,67.37,64,76,9.75,broken clouds,2021-11-29 09:45:31
289,Dubbo,AU,-32.25,148.6167,66.27,82,37,7.14,scattered clouds,2021-11-29 09:45:31
290,Kaitangata,NZ,-46.2817,169.8464,54.66,62,80,4.79,broken clouds,2021-11-29 09:45:32
291,San Quintin,MX,30.4833,-115.95,60.4,70,0,3.76,clear sky,2021-11-29 09:45:32
292,Catamarca,AR,-28.4696,-65.7852,67.28,47,0,3.56,clear sky,2021-11-29 09:45:33
293,Barcelos,PT,41.5388,-8.6151,54.66,82,73,5.59,broken clouds,2021-11-29 09:41:37
294,Bowen,AU,-20.0167,148.2333,78.06,84,67,11.01,broken clouds,2021-11-29 09:45:33
295,Pangai,TO,-19.8,-174.35,78.51,59,43,17.38,scattered clouds,2021-11-29 09:45:34
296,Wajir,KE,1.7471,40.0573,90.43,45,43,9.51,light rain,2021-11-29 09:45:35
297,Ketchikan,US,55.3422,-131.6461,31.84,79,72,2.84,broken clouds,2021-11-29 09:45:35
298,Tessalit,ML,20.1986,1.0114,78.6,18,55,15.57,broken clouds,2021-11-29 09:45:36
299,Sumenep,ID,-7.0167,113.8667,79.41,82,99,8.66,moderate rain,2021-11-29 09:45:36
300,Auki,SB,-8.7676,160.7034,79.27,84,100,5.35,overcast clouds,2021-11-29 09:45:37
301,Beberibe,BR,-4.1797,-38.1306,80.83,76,85,10.74,overcast clouds,2021-11-29 09:45:37
302,Roebourne,AU,-20.7833,117.1333,89.56,41,3,16.78,clear sky,2021-11-29 09:45:37
303,Mogadishu,SO,2.0371,45.3438,83.8,68,61,12.66,light rain,2021-11-29 09:45:38
304,Pasighat,IN,28.0667,95.3333,71.6,54,0,1.41,clear sky,2021-11-29 09:45:38
305,Vostochnyy,RU,55.8167,37.8667,38.1,95,100,8.97,overcast clouds,2021-11-29 09:45:39
306,Lata,PT,40.1629,-8.3327,54.19,81,55,7.4,broken clouds,2021-11-29 09:45:39
307,Geraldton,AU,-28.7667,114.6,68.9,75,0,21.0,clear sky,2021-11-29 09:45:40
308,Plattsburgh,US,44.6995,-73.4529,26.94,81,98,6.8,overcast clouds,2021-11-29 09:45:40
309,Atar,MR,20.5169,-13.0499,67.59,31,100,15.52,overcast clouds,2021-11-29 09:45:41
310,Norman Wells,CA,65.282,-126.8329,-12.46,92,100,10.33,overcast clouds,2021-11-29 09:45:41
311,Duncan,US,34.5023,-97.9578,45.14,45,0,8.66,clear sky,2021-11-29 09:45:41
312,Banyo,CM,6.75,11.8167,86.09,18,11,5.41,few clouds,2021-11-29 09:45:42
313,Faya,SA,18.3851,42.4509,69.28,16,0,6.96,clear sky,2021-11-29 09:45:43
314,Gat,IL,31.61,34.7642,83.19,20,78,1.7,broken clouds,2021-11-29 09:45:44
315,Verkh-Usugli,RU,52.7,115.1667,0.73,96,29,3.65,scattered clouds,2021-11-29 09:45:44
316,Altamont,US,42.2068,-121.7372,42.37,85,3,2.01,clear sky,2021-11-29 09:45:44
317,Fairbanks,US,64.8378,-147.7164,-24.03,96,37,2.35,scattered clouds,2021-11-29 09:43:59
318,Marsa Matruh,EG,31.3525,27.2453,80.65,30,34,17.0,scattered clouds,2021-11-29 09:45:45
319,Harper,LR,4.375,-7.7169,83.14,73,52,3.91,light rain,2021-11-29 09:45:46
320,Binzhou,CN,37.3667,118.0167,47.79,85,100,5.64,moderate rain,2021-11-29 09:45:46
321,Kaeo,NZ,-35.1,173.7833,61.59,89,96,4.03,overcast clouds,2021-11-29 09:45:47
322,Tuktoyaktuk,CA,69.4541,-133.0374,-9.2,94,100,18.92,overcast clouds,2021-11-29 09:46:47
323,Henties Bay,NA,-22.116,14.2845,66.76,67,1,12.35,clear sky,2021-11-29 09:46:48
324,Naigarhi,IN,24.7833,81.7833,76.53,29,42,9.35,scattered clouds,2021-11-29 09:46:49
325,Mobara,JP,35.4167,140.3,53.87,67,32,6.62,scattered clouds,2021-11-29 09:46:49
326,Mujiayingzi,CN,42.1167,118.7833,28.15,72,100,0.56,overcast clouds,2021-11-29 09:46:50
327,Husum,DE,54.4858,9.0524,38.03,85,90,10.65,overcast clouds,2021-11-29 09:46:50
328,Guerrero Negro,MX,27.9769,-114.0611,62.98,72,0,0.58,clear sky,2021-11-29 09:46:51
329,Te Anau,NZ,-45.4167,167.7167,52.2,86,3,1.68,clear sky,2021-11-29 09:46:51
330,Makakilo City,US,21.3469,-158.0858,73.06,66,12,19.24,few clouds,2021-11-29 09:46:52
331,Esso,RU,55.9333,158.7,9.63,94,100,3.6,overcast clouds,2021-11-29 09:46:52
332,Longyearbyen,SJ,78.2186,15.6401,6.22,89,100,9.42,overcast clouds,2021-11-29 09:46:53
333,Montijo,PT,38.7067,-8.9739,58.98,67,53,14.92,broken clouds,2021-11-29 09:46:53
334,Cangucu,BR,-31.395,-52.6756,57.83,87,40,13.18,scattered clouds,2021-11-29 09:46:53
335,Clyde River,CA,70.4692,-68.5914,-7.47,85,100,6.35,overcast clouds,2021-11-29 09:46:54
336,Biak,ID,-0.9131,122.8766,74.61,91,100,2.62,overcast clouds,2021-11-29 09:46:54
337,Avera,US,33.194,-82.5271,40.57,67,6,6.78,clear sky,2021-11-29 09:46:55
338,Ginir,ET,7.1333,40.7,75.33,22,21,15.21,few clouds,2021-11-29 09:46:55
339,Hambantota,LK,6.1241,81.1185,78.46,84,98,7.47,light rain,2021-11-29 09:46:56
340,Kirakira,SB,-10.4544,161.9205,81.45,81,88,5.93,overcast clouds,2021-11-29 09:46:56
341,Margate,GB,51.3813,1.3862,41.02,79,36,16.64,scattered clouds,2021-11-29 09:46:57
342,Chulman,RU,56.8479,124.9104,-13.07,99,100,1.36,overcast clouds,2021-11-29 09:46:57
343,Murgab,TM,37.4966,61.9714,70.47,24,96,10.36,overcast clouds,2021-11-29 09:46:57
344,Perbaungan,ID,3.5679,98.956,79.2,83,100,10.96,overcast clouds,2021-11-29 09:46:58
345,Letterkenny,IE,54.95,-7.7333,44.76,94,98,4.21,overcast clouds,2021-11-29 09:46:59
346,Floro,NO,61.5996,5.0328,33.89,64,100,15.55,light rain,2021-11-29 09:46:59
347,Iquitos,PE,-3.7481,-73.2472,72.57,97,100,1.59,overcast clouds,2021-11-29 09:44:45
348,Luganville,VU,-15.5333,167.1667,76.53,91,100,4.61,overcast clouds,2021-11-29 09:47:00
349,Bukama,CD,-9.2,25.85,93.06,40,13,3.69,few clouds,2021-11-29 09:47:00
350,Sola,VU,-13.8833,167.55,82.08,75,99,10.18,overcast clouds,2021-11-29 09:47:01
351,Saskylakh,RU,71.9167,114.0833,-18.4,98,97,4.32,overcast clouds,2021-11-29 09:47:02
352,Itarema,BR,-2.9248,-39.9167,82.62,71,100,12.88,overcast clouds,2021-11-29 09:47:02
353,Grindavik,IS,63.8424,-22.4338,37.44,73,100,13.02,light rain,2021-11-29 09:47:03
354,Alofi,NU,-19.0595,-169.9187,77.09,61,26,15.3,scattered clouds,2021-11-29 09:47:03
355,Concepcion Del Oro,MX,24.6333,-101.4167,47.57,75,63,2.26,broken clouds,2021-11-29 09:47:03
356,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.72,84,16,5.39,few clouds,2021-11-29 09:47:04
357,Nador,MA,35.174,-2.9287,60.66,60,10,21.72,clear sky,2021-11-29 09:44:25
358,Tairua,NZ,-37.0167,175.85,62.96,83,75,5.82,broken clouds,2021-11-29 09:47:05
359,Kutum,SD,14.2,24.6667,84.07,19,6,11.12,clear sky,2021-11-29 09:47:06
360,Coquimbo,CL,-29.9533,-71.3436,58.64,82,0,2.75,clear sky,2021-11-29 09:47:06
361,Erzin,TR,36.9559,36.2,70.16,48,98,2.93,overcast clouds,2021-11-29 09:47:07
362,La Ronge,CA,55.1001,-105.2842,29.19,91,38,8.81,scattered clouds,2021-11-29 09:47:08
363,Tabou,CI,4.423,-7.3528,83.26,73,72,3.49,light rain,2021-11-29 09:47:08
364,Zheleznodorozhnyy,RU,55.7503,38.0042,38.46,95,100,8.41,overcast clouds,2021-11-29 09:47:08
365,Quthing,LS,-30.4,27.7003,75.13,22,0,12.84,clear sky,2021-11-29 09:47:09
366,Luderitz,NA,-26.6481,15.1594,72.45,60,0,15.12,clear sky,2021-11-29 09:48:09
367,Adwa,ET,14.1646,38.8955,76.93,24,3,20.83,clear sky,2021-11-29 09:48:10
368,Urucara,BR,-2.5364,-57.76,73.56,96,56,2.15,broken clouds,2021-11-29 09:48:11
369,Marawi,PH,7.9986,124.2928,70.66,95,92,2.01,overcast clouds,2021-11-29 09:48:11
370,Bull Savanna,JM,17.8868,-77.5902,71.01,82,88,4.88,overcast clouds,2021-11-29 09:48:11
371,Sargur,IN,11.9833,76.4167,78.37,75,100,10.36,overcast clouds,2021-11-29 09:48:12
372,Svetlogorsk,BY,52.6333,29.7333,45.7,93,100,11.3,overcast clouds,2021-11-29 09:48:12
373,Mehamn,NO,71.0357,27.8492,9.12,91,79,7.76,broken clouds,2021-11-29 09:48:13
374,Agropoli,IT,40.3469,14.9966,49.89,87,100,12.08,overcast clouds,2021-11-29 09:48:13
375,La Asuncion,VE,11.0333,-63.8628,77.67,84,95,10.71,overcast clouds,2021-11-29 09:48:14
376,Saint George,US,37.1041,-113.5841,53.46,35,0,3.13,clear sky,2021-11-29 09:44:10
377,Jinan,CN,36.6683,116.9972,48.15,91,100,8.97,overcast clouds,2021-11-29 09:45:47
378,Gigmoto,PH,13.7796,124.39,79.45,88,91,4.99,overcast clouds,2021-11-29 09:48:15
379,Alto Piquiri,BR,-24.0281,-53.4406,68.49,94,99,4.5,overcast clouds,2021-11-29 09:48:15
380,Svetlyy,RU,54.675,20.1347,34.59,99,100,13.58,moderate rain,2021-11-29 09:48:15
381,Abancay,PE,-13.6339,-72.8814,56.8,91,100,0.96,overcast clouds,2021-11-29 09:48:16
382,Rio Tinto,PT,41.1826,-8.5581,54.88,79,59,7.99,broken clouds,2021-11-29 09:45:31
383,Omboue,GA,-1.5746,9.2618,82.54,77,99,7.31,light rain,2021-11-29 09:48:16
384,Nusaybin,TR,37.0778,41.2178,66.65,42,5,7.11,clear sky,2021-11-29 09:48:17
385,Tautira,PF,-17.7333,-149.15,79.34,81,77,16.46,light rain,2021-11-29 09:48:17
386,Springbok,ZA,-29.6643,17.8865,77.72,28,4,13.06,clear sky,2021-11-29 09:48:18
387,Winnemucca,US,40.973,-117.7357,46.62,42,9,4.16,clear sky,2021-11-29 09:48:14
388,Mahanoro,MG,-19.9,48.8,77.65,73,98,8.21,overcast clouds,2021-11-29 09:48:18
389,Pangnirtung,CA,66.1451,-65.7125,16.63,87,100,7.0,overcast clouds,2021-11-29 09:48:19
390,Benjamin Constant,BR,-4.3831,-70.0311,71.38,99,97,1.57,overcast clouds,2021-11-29 09:48:19
391,Senador Jose Porfirio,BR,-2.5908,-51.9542,75.29,89,100,3.13,overcast clouds,2021-11-29 09:48:19
392,Souillac,MU,-20.5167,57.5167,83.35,52,0,10.25,clear sky,2021-11-29 09:48:20
393,Arlit,NE,18.7369,7.3853,87.53,11,100,4.65,overcast clouds,2021-11-29 09:48:20
394,Salinopolis,BR,-0.6136,-47.3561,80.6,81,67,10.38,broken clouds,2021-11-29 09:48:21
395,Asekeyevo,RU,53.5742,52.7972,33.24,94,99,7.76,overcast clouds,2021-11-29 09:48:21
396,San Onofre,CO,9.7359,-75.5263,75.09,90,96,3.11,overcast clouds,2021-11-29 09:48:22
397,Champerico,GT,14.3,-91.9167,75.79,80,0,5.06,clear sky,2021-11-29 09:48:22
398,Bouna,CI,9.2667,-3.0,91.18,36,94,2.75,overcast clouds,2021-11-29 09:48:22
399,Moju,BR,-1.8839,-48.7689,75.04,96,93,2.62,overcast clouds,2021-11-29 09:48:23
400,Zhaozhou,CN,45.6833,125.3167,17.46,94,100,2.33,overcast clouds,2021-11-29 09:48:23
401,Ryotsu,JP,38.0833,138.4333,50.43,69,62,7.65,broken clouds,2021-11-29 09:48:24
402,Salalah,OM,17.0151,54.0924,89.08,31,0,14.0,clear sky,2021-11-29 09:48:24
403,Batemans Bay,AU,-35.7167,150.1833,59.5,78,81,1.68,broken clouds,2021-11-29 09:48:25
404,Hualmay,PE,-11.0964,-77.6139,64.65,88,99,7.27,overcast clouds,2021-11-29 09:48:26
405,Kupino,RU,54.3663,77.2981,13.26,83,100,7.7,overcast clouds,2021-11-29 09:48:26
406,Platanos,GR,37.6667,21.6167,57.85,83,100,20.58,overcast clouds,2021-11-29 09:48:27
407,Zhigansk,RU,66.7697,123.3711,-16.65,97,100,4.63,overcast clouds,2021-11-29 09:48:27
408,Tigil,RU,57.8,158.6667,10.47,95,100,5.14,overcast clouds,2021-11-29 09:48:28
409,Severnyy,RU,50.677,36.5532,48.63,92,100,12.62,overcast clouds,2021-11-29 09:48:28
410,Taoudenni,ML,22.6783,-3.9836,69.58,24,32,20.92,scattered clouds,2021-11-29 09:48:29
411,Gimli,CA,50.6336,-96.9907,25.77,87,100,9.01,overcast clouds,2021-11-29 09:48:29
412,Bosaso,SO,11.2842,49.1816,83.73,54,3,17.54,clear sky,2021-11-29 09:49:30
413,Valladolid,ES,41.5833,-4.6667,46.47,71,24,16.91,few clouds,2021-11-29 09:49:30
414,Tunceli,TR,39.1083,39.5471,55.58,68,45,0.54,scattered clouds,2021-11-29 09:49:30
415,Udachnyy,RU,66.4167,112.4,-30.5,100,93,3.62,overcast clouds,2021-11-29 09:49:31
416,Diffa,NE,13.3154,12.6113,89.38,12,21,11.54,few clouds,2021-11-29 09:49:31
417,Lons,FR,43.3167,-0.4,44.56,84,100,8.61,overcast clouds,2021-11-29 09:49:32
418,Bandarbeyla,SO,9.4942,50.8122,82.81,56,7,25.05,clear sky,2021-11-29 09:49:32
419,Isangel,VU,-19.55,169.2667,78.89,84,57,6.96,broken clouds,2021-11-29 09:49:33
420,Porto Franco,BR,-6.3383,-47.3992,76.95,82,100,4.38,overcast clouds,2021-11-29 09:49:33
421,Lalmohan,BD,22.3384,90.7419,77.56,47,43,8.28,scattered clouds,2021-11-29 09:49:34
422,Rabat,MA,33.9911,-6.8401,59.43,60,76,8.86,broken clouds,2021-11-29 09:45:00
423,Onguday,RU,50.75,86.15,18.3,90,45,1.95,scattered clouds,2021-11-29 09:49:34
424,Natal,BR,-5.795,-35.2094,82.6,68,79,11.16,broken clouds,2021-11-29 09:49:35
425,Sakakah,SA,29.9697,40.2064,75.18,21,1,0.67,clear sky,2021-11-29 09:47:04
426,San Cristobal,VE,7.7669,-72.225,65.37,94,91,2.15,overcast clouds,2021-11-29 09:49:35
427,Oktyabrskiy,RU,54.4815,53.471,33.28,97,100,7.43,overcast clouds,2021-11-29 09:49:36
428,Bambanglipuro,ID,-7.95,110.2833,80.74,70,38,6.6,scattered clouds,2021-11-29 09:49:36
429,Ambovombe,MG,-25.1667,46.0833,81.36,50,4,15.97,clear sky,2021-11-29 09:49:37
430,Qeshm,IR,26.9581,56.2719,78.04,59,0,8.68,clear sky,2021-11-29 09:49:37
431,Aberdeen,GB,57.1437,-2.0981,37.02,69,99,12.84,overcast clouds,2021-11-29 09:49:37
432,Portland,US,45.5234,-122.6762,52.9,94,100,4.12,overcast clouds,2021-11-29 09:45:22
433,Gizo,SB,-8.103,156.8419,83.82,73,100,4.72,light rain,2021-11-29 09:49:38
434,Nobeoka,JP,32.5833,131.6667,55.29,79,23,4.09,few clouds,2021-11-29 09:49:39
435,Dalbandin,PK,28.8947,64.4101,74.25,15,97,1.7,overcast clouds,2021-11-29 09:49:34
436,Levelland,US,33.5873,-102.378,44.49,48,0,9.35,clear sky,2021-11-29 09:49:39
437,Port Hawkesbury,CA,45.6169,-61.3485,34.79,72,18,3.27,few clouds,2021-11-29 09:49:40
438,Nantucket,US,41.2835,-70.0995,42.17,85,100,13.13,overcast clouds,2021-11-29 09:48:10
439,Prince Rupert,CA,54.3161,-130.3201,35.73,89,86,4.54,overcast clouds,2021-11-29 09:49:40
440,Paamiut,GL,61.994,-49.6678,33.69,97,98,22.35,light rain,2021-11-29 09:49:41
441,Liancheng,CN,24.0519,105.075,58.42,86,99,3.56,overcast clouds,2021-11-29 09:49:41
442,Khani,GE,41.9563,42.9566,63.45,46,38,2.77,scattered clouds,2021-11-29 09:49:42
443,Sal Rei,CV,16.1833,-22.9167,74.52,67,93,24.83,overcast clouds,2021-11-29 09:49:42
444,Port-Gentil,GA,-0.7193,8.7815,80.83,78,60,10.98,broken clouds,2021-11-29 09:49:43
445,Salta,AR,-24.7859,-65.4117,58.32,79,9,2.71,clear sky,2021-11-29 09:49:43
446,Kanniyakumari,IN,8.0833,77.5667,79.39,82,100,6.26,light rain,2021-11-29 09:49:43
447,Ouegoa,NC,-20.35,164.4333,80.33,78,29,7.92,scattered clouds,2021-11-29 09:49:44
448,Uusikaupunki,FI,60.8004,21.4084,24.94,75,91,9.24,overcast clouds,2021-11-29 09:49:44
449,Guiratinga,BR,-16.3494,-53.7583,72.84,92,100,1.03,overcast clouds,2021-11-29 09:49:45
450,Jaipur,IN,26.9167,75.8167,77.31,31,31,1.36,scattered clouds,2021-11-29 09:49:45
451,Yinchuan,CN,38.4681,106.2731,33.17,23,2,7.65,clear sky,2021-11-29 09:47:21
452,San Juan De Abajo,MX,20.8167,-105.1833,70.52,67,28,3.49,scattered clouds,2021-11-29 09:49:46
453,Darque,PT,41.6833,-8.7667,55.63,82,54,8.12,broken clouds,2021-11-29 09:49:46
454,Ahipara,NZ,-35.1667,173.1667,61.41,87,90,0.76,overcast clouds,2021-11-29 09:49:47
455,Tomino,ES,41.9877,-8.755,55.26,83,80,4.34,broken clouds,2021-11-29 09:48:24
456,Amapa,BR,1.0,-52.0,71.53,99,74,0.76,broken clouds,2021-11-29 09:49:48
457,Neuquen,AR,-38.9516,-68.0591,62.24,34,0,11.23,clear sky,2021-11-29 09:49:35
458,Castilho,BR,-20.8722,-51.4875,78.51,66,100,7.2,overcast clouds,2021-11-29 09:50:48
459,Yulara,AU,-25.2406,130.9889,85.51,17,5,1.66,clear sky,2021-11-29 09:50:49
460,Mapiripan,CO,2.8892,-72.1256,72.09,96,99,3.62,overcast clouds,2021-11-29 09:50:49
461,Sandpoint,US,48.2766,-116.5533,45.43,91,100,3.51,overcast clouds,2021-11-29 09:50:50
462,Sao Filipe,CV,14.8961,-24.4956,75.96,67,64,13.85,broken clouds,2021-11-29 09:50:50
463,Baie-Comeau,CA,49.2168,-68.1489,21.81,78,18,6.38,few clouds,2021-11-29 09:50:51
464,Gao,ML,16.6362,1.637,88.43,8,100,15.55,overcast clouds,2021-11-29 09:50:51
465,El Torno,BO,-17.9919,-63.3824,66.42,96,100,4.36,overcast clouds,2021-11-29 09:50:52
466,Cabadiangan,PH,9.7531,122.4739,79.57,87,90,6.17,overcast clouds,2021-11-29 09:50:52
467,Thoen,TH,17.6129,99.2161,80.64,72,80,2.42,broken clouds,2021-11-29 09:50:53
468,Ilulissat,GL,69.2167,-51.1,24.26,96,100,9.48,light snow,2021-11-29 09:50:53
469,Vieux Fort,LC,13.7167,-60.95,79.57,73,83,18.52,broken clouds,2021-11-29 09:50:53
470,Tiksi,RU,71.6872,128.8694,-19.57,100,81,6.55,broken clouds,2021-11-29 09:50:54
471,Tual,ID,-5.6667,132.75,84.22,69,100,3.13,overcast clouds,2021-11-29 09:50:54
472,Namibe,AO,-15.1961,12.1522,76.32,65,91,6.29,overcast clouds,2021-11-29 09:50:55
473,Aguazul,CO,5.1728,-72.5471,72.63,77,51,4.5,broken clouds,2021-11-29 09:50:55
474,Rapid Valley,US,44.0625,-103.1463,49.21,44,67,6.58,broken clouds,2021-11-29 09:50:56
475,Hutchinson,US,38.0608,-97.9298,44.46,50,12,8.32,few clouds,2021-11-29 09:48:57
476,Jabinyanah,TN,35.035,10.9081,56.25,47,0,32.37,clear sky,2021-11-29 09:50:57
477,Ahtopol,BG,42.1,27.95,67.77,64,17,26.04,few clouds,2021-11-29 09:50:57
478,Labuan,MY,5.2767,115.2417,82.8,69,100,4.23,overcast clouds,2021-11-29 09:50:57
479,Narsaq,GL,60.9167,-46.05,36.23,96,99,8.37,light rain,2021-11-29 09:50:58
480,Craig,US,40.5153,-107.5464,36.61,63,0,3.87,clear sky,2021-11-29 09:50:58
481,Whitianga,NZ,-36.8333,175.7,62.11,84,68,5.23,broken clouds,2021-11-29 09:50:59
482,Bolobo,CD,-2.1667,16.2333,87.04,57,100,2.82,light rain,2021-11-29 09:50:59
483,Comarapa,BO,-17.9,-64.4833,56.21,99,100,3.04,moderate rain,2021-11-29 09:51:00
484,Matipo,BR,-20.2839,-42.3411,69.75,84,45,1.36,scattered clouds,2021-11-29 09:51:00
485,Umtata,ZA,-31.5889,28.7844,80.92,38,0,8.43,clear sky,2021-11-29 09:51:01
486,Gamba,GA,-2.65,10.0,80.04,82,88,6.06,light rain,2021-11-29 09:51:01
487,Benemerito De Las Americas,MX,16.5167,-90.6439,66.16,99,84,2.44,broken clouds,2021-11-29 09:51:01
488,Bacolod,PH,10.6667,122.95,80.49,83,92,8.97,overcast clouds,2021-11-29 09:51:02
489,Arequipa,PE,-16.3989,-71.535,56.46,69,97,0.76,heavy intensity rain,2021-11-29 09:51:02
490,Camana,PE,-16.6228,-72.7111,64.92,86,99,4.81,overcast clouds,2021-11-29 09:51:03
491,Nkhotakota,MW,-12.9274,34.2961,85.62,45,6,4.09,clear sky,2021-11-29 09:51:03
492,West Bay,KY,19.3667,-81.4167,78.58,62,81,14.23,broken clouds,2021-11-29 09:51:03
493,Mandalgovi,MN,45.7625,106.2708,15.98,58,6,15.14,clear sky,2021-11-29 09:51:04
494,Balkanabat,TM,39.5108,54.3671,64.09,27,98,1.95,overcast clouds,2021-11-29 09:51:04
495,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.23,84,58,9.84,broken clouds,2021-11-29 09:51:05
496,Eregli,TR,37.5133,34.0467,72.07,25,100,15.88,overcast clouds,2021-11-29 09:51:05
497,Celestun,MX,20.8667,-90.4,74.35,83,96,6.08,overcast clouds,2021-11-29 09:51:06
498,Assiniboia,CA,49.6334,-105.9845,38.52,73,87,7.96,overcast clouds,2021-11-29 09:51:06
499,Waitati,NZ,-45.75,170.5667,56.52,88,34,3.06,scattered clouds,2021-11-29 09:51:06
500,San Vicente,AR,-26.6167,-54.1333,61.38,95,66,2.68,broken clouds,2021-11-29 09:51:07
501,Xai-Xai,MZ,-25.0519,33.6442,94.03,36,0,5.5,clear sky,2021-11-29 09:51:07
502,Abu Samrah,SY,35.3029,37.1841,68.02,45,50,3.76,scattered clouds,2021-11-29 09:51:08
503,Kushiro,JP,42.975,144.3747,45.46,83,65,15.12,broken clouds,2021-11-29 09:51:08
504,Viedma,AR,-40.8135,-62.9967,60.57,61,0,6.64,clear sky,2021-11-29 09:50:25
505,Motygino,RU,58.1831,94.7592,15.06,93,100,4.68,overcast clouds,2021-11-29 09:51:09
506,Paysandu,UY,-32.3214,-58.0756,62.19,88,80,14.5,broken clouds,2021-11-29 09:51:09
507,Port Hedland,AU,-20.3167,118.5667,85.51,64,0,17.11,clear sky,2021-11-29 09:52:10
508,Roseburg,US,43.2165,-123.3417,47.84,97,80,2.93,broken clouds,2021-11-29 09:52:10
509,Palora,EC,-1.7,-77.9333,63.9,97,100,3.06,light rain,2021-11-29 09:52:10
510,Anchorage,US,61.2181,-149.9003,-2.2,92,95,4.54,overcast clouds,2021-11-29 09:47:39
511,Mao,ES,39.8885,4.2658,51.82,45,5,30.15,clear sky,2021-11-29 09:52:11
512,Kieta,PG,-6.2167,155.6333,80.91,80,100,2.35,overcast clouds,2021-11-29 09:52:12
513,Meadow Lake,US,34.8014,-106.5436,42.12,40,0,4.9,clear sky,2021-11-29 09:50:17
514,Talaya,RU,61.3833,152.75,-15.56,99,100,4.45,overcast clouds,2021-11-29 09:52:12
515,Dwarka,IN,22.2394,68.9678,84.54,35,68,14.41,broken clouds,2021-11-29 09:52:13
516,Nakhon Thai,TH,17.1006,100.8374,78.94,72,90,1.57,overcast clouds,2021-11-29 09:52:13
517,Touros,BR,-5.1989,-35.4608,82.94,69,83,13.56,broken clouds,2021-11-29 09:52:13
518,Sibolga,ID,1.7427,98.7792,79.83,82,63,3.15,broken clouds,2021-11-29 09:52:14
519,Jalu,LY,29.0331,21.5482,82.69,15,100,11.79,overcast clouds,2021-11-29 09:52:14
520,Port Moresby,PG,-9.4431,147.1797,78.42,91,100,9.95,moderate rain,2021-11-29 09:52:15
521,Tromso,NO,69.6496,18.957,23.4,90,100,14.27,overcast clouds,2021-11-29 09:52:15
